,state,latitude,longitude,n_killed,location_description
13798,Georgia,33.9534,-84.0934,1,Astor Place Apartments Homes
13918,Minnesota,44.1815,-93.9926,1,Kato Entertainment Center
13920,Alabama,33.4986,-86.935,0,Minnieville Park
13921,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
13925,New Jersey,39.8062,-75.0303,1,Millbridge Gardens Apts
14132,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
14134,Illinois,38.6282,-90.0935,1,Crown Mart / Mobil
14135,Michigan,43.0445,-85.6066,0,Paul Medawar Fine Jewelry
14304,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
14395,California,36.8326,-119.917,0,Fresno County Peace Officers Range
14403,Virginia,37.3074,-79.9831,0,Schewels Furniture Co
14417,Minnesota,46.8199,-95.8452,0,D L Tobacco
14536,Illinois,38.5928,-89.9738,0,Wooff Realtors
14644,Utah,40.4572,-109.53200000000001,0,Ashley Regional Medical Center
14645,Michigan,42.7385,-84.6203,0,Little Caesar's
14648,Arizona,33.4736,-111.805,0,Salt River Reservation
14701,New York,40.6405,-74.1676,0,Mariners Harbor
14902,Ohio,39.8225,-84.20200000000001,0,Northland Village Apts
14904,Texas,30.2706,-97.7333,0,CVS
14905,Louisiana,29.9713,-90.0822,1,Club Whatever Dance School
14917,North Carolina,34.1387,-78.8679,1,Hills Food Store
14931,California,39.5032,-121.571,1,Sunset Inn
14936,Ohio,39.9529,-83.1132,0,Casa de Cambio Check Casher
14937,Florida,26.5938,-81.8721,0,Travelodge
14939,Kentucky,38.2145,-82.9048,0,First National Bank
14940,Florida,29.1156,-82.0252,0,Murphy Express gas
14947,Texas,32.6839,-97.2803,0,Lenah’s Smoke Shop
15064,Nebraska,41.2524,-95.99799999999999,0,QuikTrip
15069,Florida,26.0185,-80.1434,0,Circle K
15078,Virginia,36.7945,-76.2594,0,Check & Go
15156,Pennsylvania,40.1408,-75.311,0,Sunoco Gas Station
15164,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
15207,Texas,30.2838,-97.7425,0,Pointe On Rio apartments
15346,Indiana,41.5051,-87.3159,0,Comfort Inn
15360,Michigan,43.4508,-83.8863,0,Vista Villa
15383,South Carolina,32.4337,-80.6405,0,Tiger Express
15430,New Jersey,39.9141,-74.5772,0,Presidential Lakes Estates
15433,Michigan,41.8171,-86.2475,1,Long John Silver's
15434,Minnesota,44.882,-93.205,0,MSP Int'l Airport
15597,Maryland,39.1844,-76.6402,0,Royal Farms Store
15603,Ohio,39.1353,-84.5476,0,Jessie Market
15606,Michigan,41.8171,-86.2475,1,Long John Silvers
15704,South Carolina,33.555,-81.8058,0,Graniteville Recreation Center
15883,Georgia,33.4693,-81.9924,0,Paine College
15887,New Jersey,39.7017,-75.1002,0,Filippo Pizzeria & Grille
15895,New Jersey,40.7479,-74.2161,1,Bradley Court
15896,New Jersey,39.7195,-75.0853,0,Pantry One Food Mart
15921,Colorado,38.8337,-104.822,1,Savannah Bar and Grill
15922,Indiana,41.0369,-85.0579,0,Allen County Sheriff’s Department Training Center
15930,South Carolina,34.9827,-80.9898,0,Paces River Apts
16036,Missouri,39.4783,-94.54299999999999,0,Smithville Lake
16092,Arizona,32.2162,-110.971,0,Circle K
16175,Georgia,33.9796,-84.0011,0,Georgia Gwinnett College
16176,Indiana,38.7969,-85.9535,0,Grassy Fork River Bridge
16178,Ohio,41.6539,-83.7028,0,Giant Oak Apts
16182,Colorado,39.6484,-107.055,1,Glenwood Canyon
16220,South Carolina,32.4525,-80.7698,0,China Wok
16257,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
16319,Kentucky,38.0122,-85.9006,1,Knob Creek Gun Range
16322,Florida,28.5513,-81.5641,1,Las Princesas Night Club
16325,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
16440,Georgia,31.0279,-82.7635,1,912 Club
16462,Oklahoma,36.2769,-95.8274,0,The Greens Apts
16619,Pennsylvania,40.4795,-80.0768,0,Pleasure Ridge Apts
16623,Alabama,30.6722,-88.2538,0,Baker High School
16759,Louisiana,30.5056,-91.2227,1,Dude's Trailer Park
16774,New Hampshire,42.8789,-71.3214,0,Shell Oil
16831,Texas,31.5464,-97.1595,2,Pecan Tree Apartments
16837,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
16971,Texas,29.631,-95.5067,2,Fuel Depot
16977,Georgia,33.4572,-81.9485,0,Griffins Barber Shop
16985,Pennsylvania,40.2109,-74.7952,0,TD Bank
16994,New Hampshire,42.992,-71.4633,0,Chicken and Biscuits
17000,Delaware,39.7343,-75.6364,0,Alondra's Bakery
17083,Washington,45.6855,-122.76100000000001,0,Frenchman’s Bar Park
17084,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
17131,Illinois,36.9999,-89.1675,0,First National Bank
17133,Pennsylvania,41.7659,-76.4431,0,Citizens & Northern Bank
17135,Mississippi,31.8492,-90.3873,0,NJ Foodmart
17232,Illinois,38.0112,-89.2443,0,Shell Gas Station
17233,Florida,28.5388,-81.4737,0,Mobil Gas
17238,Delaware,39.7407,-75.6383,0,Shell Oil
17245,Utah,41.776,-111.823,0,Cache Valley Hospital
17251,Delaware,39.7523,-75.7029,0,Wells Fargo Bank
17284,Delaware,39.7343,-75.6366,0,Metro PCS Store
17438,South Carolina,34.0312,-81.1074,0,Sunoco Gas Station
17465,Texas,29.4924,-98.7066,1,Greenhouse Rooftop Garden club
17469,New York,43.0915,-79.0389,0,Valero Gas Station
17604,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
17709,Connecticut,42.0182,-72.5918,0,Northern Lights Smoke Shop
17710,Connecticut,42.0232,-72.5852,0,Steve's Boston Seafood
17853,New Hampshire,43.5777,-71.37,0,Lake Winnipesaukee
17869,Indiana,41.4716,-87.3973,0,Quick Trip Food Mart
18013,North Carolina,34.8198,-79.5776,0,Oxendine's Produce
18015,Texas,32.8881,-97.0374,0,DFW Int'l Airport
18217,Virginia,37.5005,-77.5306,0,Wells Fargo Bank
18236,Louisiana,29.9854,-90.0478,1,Gentilly
18240,Arizona,32.9229,-111.55,1,Coolidge Generating Station
18257,Pennsylvania,41.236000000000004,-75.9281,0,Tobacco Junction
18258,Pennsylvania,41.0828,-75.9604,0,Sunoco
18292,Maine,46.6955,-68.0122,0,Ben's Trading Post
18403,Florida,26.6615,-81.8875,0,7-11 Convenience Store
18404,Indiana,39.8094,-86.2399,1,Coke Lot
18407,South Carolina,34.4746,-82.6658,0,Colony mobile home park
18414,Delaware,39.7061,-75.6855,0,Riggins Service Station
18763,Texas,33.6649,-101.905,1,West Fork Mobile Home Park
18778,Florida,26.6515,-80.1417,1,WalMart
18873,Arizona,34.2379,-111.325,1,Pinecrest Apartments
18876,New Jersey,40.2018,-74.7137,0,7-11 Convenience Store
18880,Ohio,40.8455,-81.4254,0,Buckeye State Credit Union
18881,Ohio,38.9208,-83.9873,1,Hamersville Village Office
18887,Delaware,39.7128,-75.6769,0,Library News & Tobacco
18889,Ohio,39.8464,-84.1922,0,Hooter's
18912,Louisiana,30.0139,-90.01899999999999,1,Pines Village
19070,North Carolina,35.561,-77.4064,0,Waffle House
19072,Pennsylvania,39.8947,-76.171,0,Turkey Hill Minit Market
19079,Texas,32.8881,-97.0374,0,DFW Int'l Airport
19080,Minnesota,44.882,-93.205,0,MSP Int'l Airport
19084,Mississippi,34.9905,-90.0054,1,Big Lots
19085,North Carolina,35.4593,-82.5126,0,Walgreen's
19134,North Carolina,36.2785,-79.5349,0,Village Business Center
19156,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
19480,Florida,28.6139,-81.4834,0,Dollar General store
19488,Illinois,42.2156,-89.0721,0,McDonald’s
19494,New York,40.6736,-73.9362,0,St Johns Playground
19495,California,38.1338,-121.274,0,Garry's Lounge
19496,California,38.1339,-121.26799999999999,1,Golden Era Hotel
19497,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
19512,Louisiana,32.5317,-92.1639,3,Camellia Trace Apartment
19513,Texas,29.857,-95.5207,0,McDonald's
19514,California,34.0107,-117.43700000000001,0,Denny's Restaurant
19600,Texas,29.9456,-95.2948,1,Phillips 66 Gas
19622,Missouri,37.0551,-94.44200000000001,1,Bykota Trailer Park
19627,North Carolina,34.238,-77.8986,0,Avalon Apartments
19629,Arizona,33.5229,-111.91,0,Fry's Food and Drug
19882,Mississippi,31.2183,-90.4644,0,Baertown Park Area
19883,Florida,30.1819,-81.7023,0,Checks Cashed
19889,Georgia,31.1595,-83.7892,0,Bentley's Restaurant & Lounge
19977,Louisiana,32.5088,-93.7632,0,Filla Pack Grocery
19980,Texas,31.1154,-97.7923,0,Liberty Village / Ft Hood
19981,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
20004,Michigan,42.5541,-82.9297,0,7-11 Convenience Store
20018,Georgia,31.5923,-84.0702,0,Stop & Buy
20028,Texas,31.1144,-97.7934,0,Liberty Village / Ft Hood
20061,Delaware,39.688,-75.6586,0,Hilton Wilmington/Christiana
20079,Texas,32.405,-99.7722,1,Windsor Place Apartment Complex
20236,Pennsylvania,40.3402,-76.4532,0,Lebanon Valley Mall
20242,Washington,47.6499,-122.361,1,Seattle Pacific University
20284,Arkansas,33.2117,-92.6609,1,Ur Way Auto Sales
20288,Nevada,36.1576,-115.089,0,Santa Fe Apts
20293,Missouri,39.4346,-92.4506,0,Walker Automotive
20496,Georgia,34.2069,-84.1383,1,Forsyth County Administration Bldg
20539,Virginia,37.564,-77.3661,0,Creighton Road Plaza
20607,Ohio,39.9306,-83.1451,0,CVS Pharmacy
20635,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
20699,Alabama,33.2048,-86.609,0,Nix Mobile Home Park
20700,Tennessee,35.6582,-88.8533,1,Ultra Lounge
20704,Wisconsin,42.7193,-87.8703,0,Case High School
20708,Georgia,30.8246,-83.9795,1,American Legion
20727,South Carolina,34.0346,-81.1182,1,Cockpit Bar and Grill
20806,Oregon,45.5252,-122.67399999999999,0,East China Lounge
20937,New Jersey,40.234,-74.7608,1,Spring Street Park
20962,Oregon,45.5298,-122.40700000000001,2,Reynolds High School
20971,Tennessee,35.1938,-90.0078,0,Club Infinity
21045,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
21091,Ohio,39.6364,-84.2184,1,PF Changs
21094,Utah,40.2942,-109.84,1,Uinta-Ouray Reservation
21095,Georgia,32.0894,-81.1118,1,International Longshoreman's
21146,Arizona,33.4538,-112.074,1,Mater Misericordiae (Mother of Mercy) Mission
21230,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
21382,Michigan,42.5913,-83.4817,0,7-11 Convenience Store
21386,Pennsylvania,39.9335,-77.6956,0,F & M Trust
21457,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
21459,Minnesota,45.5392,-93.8201,0,Santiago Country Store
21498,South Carolina,33.7598,-78.9544,1,Canterbury Apartments
21501,New York,40.6275,-74.0783,0,Central Family Life Center
21502,Arizona,33.3927,-111.977,0,Cash America Super Pawn
21503,South Carolina,34.8639,-82.4158,1,Black and Mild Club
21506,California,39.3388,-120.97,0,South Yuba River campground
21514,Virginia,36.8812,-76.186,0,Econo Lodge
21659,Florida,26.0457,-80.2604,0,Walgreens
21662,Florida,29.3838,-81.1876,0,Hess Gas
21664,Pennsylvania,39.9576,-77.6436,0,Fuel Up and Pit Stop
21891,Pennsylvania,41.2349,-75.9175,0,Turkey Hill
21896,South Carolina,34.5207,-82.6929,0,Shell
22040,South Carolina,32.4138,-80.6504,0,Domino's Pizza
22047,New Jersey,40.0344,-74.8661,0,Willingboro Food Mart & Deli
22049,Texas,29.7937,-95.1864,1,Chevron gas station
22090,Illinois,38.5071,-90.0362,0,Belleville West High School
22105,Michigan,42.9736,-85.6692,0,Buffalo Wild Wings
22116,Oregon,45.3058,-122.949,0,Fred Meyer
22117,North Carolina,34.8835,-76.9157,1,Nightmare Factory
22119,Michigan,42.6755,-82.7691,0,7-11
22299,Florida,25.846,-80.2461,1,Flea Market USA
22314,Florida,25.824,-80.2471,0,Primos Convenience Store
22316,Colorado,39.6708,-105.208,0,Red Rocks Amphitheater
22322,California,33.7899,-118.176,0,Long Beach City College
22330,Florida,26.6056,-80.1469,0,Eagle Grille
22408,South Carolina,35.0961,-80.937,0,Comfort Inn
22411,Ohio,39.3958,-84.5049,0,Arby's
22413,Massachusetts,42.0872,-72.5514,1,Racing Mart
22428,Minnesota,47.8786,-94.913,0,Red Lake Indian Reservation
22429,Texas,29.5608,-95.1453,1,Lakeshire Place Apartments
22434,South Carolina,34.979,-80.8574,0,Comfort Inn
22486,Florida,28.2547,-81.2612,0,Jade Isle Mobile Home Park
22487,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
22690,Idaho,47.7105,-117.001,0,"Kootenai (county), Idaho"
22691,Georgia,33.7887,-84.6286,2,J.B. Hunt Trucking
22699,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
22921,Nevada,39.0016,-119.755,1,King Canyon
22922,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
22925,Missouri,37.0454,-89.4746,1,Kelly High School parking lot
22928,Pennsylvania,40.3076,-76.829,0,Williamsburg Estates Apartments
22931,Pennsylvania,40.316,-75.3111,0,First Niagara Bank
22932,Pennsylvania,40.0018,-75.2264,0,Sunoco APlus mini-mart
23072,Colorado,39.8421,-105.084,0,BBVA Compass Bank
23087,Washington,47.3298,-123.155,1,Skokomish Indian Reservation
23098,Texas,29.8656,-95.5244,0,Casa Real Apartments
23100,Virginia,37.4834,-77.5022,1,Chippenham Place Apartments
23207,Illinois,41.5628,-88.2009,0,BMO Harris Bank
23253,Arizona,33.5072,-112.29,1,Dust Devil Park
23261,Florida,26.1885,-80.1334,0,Marathon gas station
23262,Arizona,33.4606,-111.84200000000001,1,Salt River Bridge
23264,Mississippi,31.1848,-89.9364,0,Double T Grocery
23311,Arizona,33.1042,-113.139,0,Tohono O'odham Indian Nation
23428,Pennsylvania,40.4414,-76.5644,0,Mt Joy Sportsmen's Association
23484,Pennsylvania,39.8635,-79.709,0,Circle K
23536,Ohio,40.2186,-83.0341,0,Speedway
23537,Georgia,33.749,-84.38799999999999,1,5890 Riverdale Rd
23543,North Carolina,36.0131,-79.7574,0,Kash Kwik Stop No. 2
23609,Texas,32.8881,-97.0374,0,DFW Int'l Airport
23610,Mississippi,33.0934,-89.8892,0,Sayle Truck Stop
23615,Pennsylvania,40.298,-76.6849,0,Quality Inn & Suites Hershey
23629,New Jersey,40.7241,-74.2448,0,Investors Bank
23770,Indiana,40.0618,-85.6544,0,IHOP
23773,Washington,46.7104,-122.95700000000001,1,Anchor Bank
23789,New Jersey,40.0915,-74.0519,0,Green Planet Coffee
23980,Arkansas,35.3673,-94.4135,0,Jenny Lind Mart
23985,California,32.7673,-117.214,1,Fiesta Island Youth Camp and Youth Aquatic Center
23995,Indiana,39.6999,-86.0826,0,Walmart
23996,Ohio,39.7981,-84.2442,1,Step-N-Style
24030,Texas,32.6586,-96.8717,1,Magnolia Creek Apts
24031,Texas,29.7099,-95.5454,1,Happy Village Apartments
24036,New York,43.0885,-79.0302,0,7-11 Convenience Store
24040,Florida,28.0649,-82.7388,0,PNC Bank
24041,Alabama,33.5721,-86.6983,0,Minit Mart
24202,Missouri,39.6037,-93.3427,1,Hale Post Office
24209,Arkansas,34.8859,-92.1275,0,Galloway Park
24210,Florida,28.4806,-81.3285,0,Publix
24212,Alabama,30.6803,-87.8211,0,The Arlington at Eastern Shore
24213,California,36.7141,-119.764,0,TNT Fireworks stand
24215,Alabama,32.2459,-87.7763,1,Marengo County Sheriff's Office
24416,Kansas,39.0284,-94.6698,0,Metcalf 56 Apartments
24424,Florida,26.7645,-80.2553,0,The Acreage
24445,New York,42.1087,-75.9018,1,Town & Country Apartments
24450,Florida,29.6569,-81.6684,0,Krystal
24452,Oregon,44.9646,-123.02799999999999,0,Somerset Apartments
24453,Texas,30.0151,-94.9374,1,"Double ""B"" Oaks Club"
24456,Pennsylvania,39.8904,-79.7122,0,Dairy Queen
24461,North Carolina,35.5845,-78.8045,0,Baytree Apartments
24462,Alabama,31.3416,-85.7629,1,Holiday Village Mobile Home Park
24483,Alabama,33.9948,-85.9895,0,Mayan Mexican Cuisine
24627,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
24666,Oklahoma,36.1191,-95.8508,0,Little Caesers
24671,Ohio,39.1919,-84.2352,0,Sports Clips Haircuts
24677,New York,42.9254,-78.8313,0,Erie County Medical Center
25036,Indiana,39.8693,-86.0425,0,Timber Point Apartments
25155,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
25156,Louisiana,29.9616,-90.1239,1,Hollygrove
25262,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
25274,Idaho,48.2774,-116.55,1,Bonner General Hospital
25277,Louisiana,29.9382,-90.0892,0,A.L. Davis Park
25283,Washington,47.6514,-117.42399999999999,2,Deaconess Hospital
25312,North Carolina,35.4144,-77.4357,0,Reaves Auto Sales
25314,Texas,33.7915,-96.7745,1,Locust Community
25338,New Jersey,40.2285,-74.727,0,Family Dollar Store
25477,Illinois,38.7013,-90.1172,1,Phillips 66
25478,Illinois,38.7011,-90.1173,1,Phillips 66
25482,California,34.0995,-117.352,1,Super 99 Cents Plus
25483,California,40.0371,-122.182,1,Crossroads Market
25486,Wisconsin,43.0164,-88.0876,0,near Vitucci's Pizza
25488,Pennsylvania,39.9576,-77.6436,0,Fuel Up gas station
25489,California,40.0057,-122.17200000000001,1,Crossroads Market
25490,Florida,29.1139,-82.0015,1,Walmart
25491,Ohio,39.7989,-84.2528,0,Sunoco Gas Station
25492,Delaware,39.686,-75.6814,0,Exxon Gas Station
25524,New Jersey,39.6065,-75.0714,0,Franklin Savings Bank
25529,Florida,25.8319,-80.2187,1,City Market
25530,Missouri,38.5189,-90.3641,0,BP gas station
25531,Michigan,42.6074,-83.2504,0,Courtyard Marriott
25534,Utah,40.6211,-111.979,0,Jordan Landing shopping complex
25542,California,37.7779,-122.227,1,Wendy's
25561,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
25592,Ohio,41.4564,-81.7955,1,Kamden Village Apartments
25695,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
25698,Illinois,38.6799,-90.1583,1,Sammy's Market
25704,Pennsylvania,39.9181,-77.7981,0,Uni Mart
25705,Utah,40.6832,-111.941,0,Kmart
25868,Connecticut,41.2969,-72.9348,0,Radio Amor
25870,Ohio,39.0742,-84.3755,0,Clark gas station
25884,Louisiana,29.9491,-90.0681,0,"USAO, Eastern District of Louisiana"
26122,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
26128,Texas,30.364,-97.7903,2,Gables Grandview
26134,Florida,28.909000000000002,-81.8901,1,165572
26138,South Carolina,32.7758,-80.2539,1,Three Oaks Mobile Home Park
26140,Delaware,39.6827,-75.5883,0,ILG Airport
26271,Georgia,33.523,-82.12100000000001,0,Westwood Club Apts
26272,Ohio,41.4176,-82.1532,0,Lorain National Bank
26273,Georgia,31.7671,-81.6095,0,McDonald's Estate Mobile Home Park
26276,Michigan,43.2053,-86.2631,0,Shell
26300,Alabama,34.7266,-86.5722,0,Cabana Apartments
26331,Rhode Island,41.753,-71.4356,0,Motel 6
26358,Delaware,39.7545,-75.5004,0,7-11 Convenience Store
26368,Pennsylvania,41.3626,-75.2012,0,Promised Land Truck Stop
26416,Delaware,39.7527,-75.5115,0,7-Eleven
26421,Ohio,39.8747,-82.8265,0,De Store
26530,Illinois,40.1125,-88.2436,0,Do It Best Hardware
26578,Florida,30.4207,-87.2447,1,AnnMarie's All That and More
26580,West Virginia,37.9821,-82.0326,0,7-11 Convenience Store
26582,Pennsylvania,41.3675,-75.0627,0,Xtra Mart
26677,Maryland,39.625,-78.8348,0,WalMart
26681,Alabama,34.6593,-86.4879,0,First Jackson Bank
26729,Pennsylvania,40.6558,-75.3558,0,7-Eleven
26734,Pennsylvania,40.6543,-75.3352,0,Hess Express
26751,Texas,31.8331,-102.535,0,West Texas Race Track
26930,Michigan,42.4567,-83.4357,0,Pavillion Court Apts
26942,Oklahoma,36.1006,-95.8567,0,Tower Crossing Apts
26948,Tennessee,35.542,-88.9594,0,Williamson Community Center
27040,Illinois,42.0521,-87.6949,0,Supreme Image Barber Studio
27045,Wisconsin,43.1165,-89.3251,1,Howard Johnson Plaza Hotel
27049,New Jersey,40.8118,-74.3842,0,Babies 'R' Us
27075,New York,40.6097,-74.063,0,All in One Deli
27167,Alabama,30.6765,-87.9766,1,Traders
27168,Michigan,42.5318,-83.2116,0,Mobil Gas Station
27172,Connecticut,41.7894,-72.68,0,Johnson Stewart Community Center
27177,Florida,29.2155,-81.0575,1,Circus Bar
27178,Texas,32.3682,-95.3425,0,Family Dollar
27208,Illinois,38.6583,-90.1681,0,Pink Slip Strip Club
27210,Illinois,38.6234,-90.0958,1,Metro East Night Club
27438,South Carolina,34.786,-82.376,0,QuikTrip Gas
27484,New Jersey,39.5669,-75.0557,0,Newfield National Bank
27783,Idaho,43.5183,-111.984,0,Gem Lake
27837,Texas,30.0442,-94.1147,0,Maple Housing Apartments
27838,Minnesota,44.882,-93.205,0,MSP Int'l Airport
27841,Illinois,38.6155,-90.1578,1,John Deshields Homes
27845,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
27966,Alabama,34.8195,-87.6656,0,Hobby Lobby
27976,Michigan,42.4477,-82.9429,0,Home Depot
28026,Washington,47.5993,-122.302,0,Bank of America
28032,Illinois,41.7038,-88.1182,0,Radio Shack
28129,Massachusetts,42.6966,-71.1188,0,Santander Bank
28163,Arizona,33.4347,-112.01100000000001,0,Sky Harbor Airport / Terminal 4
28165,Kentucky,37.9986,-84.9818,0,Parkway Marathon
28166,Pennsylvania,40.922,-80.2637,0,Tic Toc Store
28167,South Carolina,33.8986,-81.0637,0,Kangaroo Express
28240,Arizona,32.9968,-112.516,0,Mile Marker 10
28242,Florida,27.7678,-82.7687,0,Walgreens
28359,New York,43.1529,-79.0431,0,Lewiston-Queenston Bridge
28366,Michigan,43.2341,-86.1999,0,Happy's Pizza
28374,Minnesota,44.882,-93.205,0,MSP Int'l Airport
28375,Indiana,41.6468,-87.4417,1,Harborside Apartments
28471,South Carolina,32.4324,-80.7181,0,Onsite Gun Works
28473,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
28520,Tennessee,35.6368,-88.7964,1,Parkway East Apartments
28526,Michigan,42.9997,-83.6578,0,County Club Manor apartments
28528,Oklahoma,36.1316,-95.8551,0,Bradford Townhomes
28556,New Mexico,35.1278,-106.551,0,Bank of Albuquerque
28561,Florida,27.4493,-82.5324,1,Carmike Royal Palm 20
28562,Ohio,41.5977,-83.689,0,Co-op Toledo Credit Union
28669,Arkansas,34.2603,-92.0806,0,Hunter's Refuge
28671,Illinois,38.5643,-90.10600000000001,1,Private Mathis Manor apartments
28807,Georgia,30.9081,-84.5329,1,Sandy Acres Mobile Home Park
28808,Georgia,30.9081,-84.5329,1,Sandy Acres Mobile Home Park
28810,Pennsylvania,41.2755,-75.8517,0,Turkey Hill Minit Market
28811,North Carolina,36.1198,-81.9098,0,Montgomery County Jail
28818,Michigan,42.2869,-85.5133,0,Comerica Bank
28969,Florida,28.4515,-81.3876,0,7-11 Convenience Store
28970,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
28972,South Carolina,33.1947,-80.6035,0,Waffle House
28973,South Carolina,32.9021,-79.9919,0,Sunshine Food Store
29187,Florida,29.6413,-81.6725,0,Foxy Pawn Shop
29190,New York,42.7208,-73.6913,0,Hudson Valley Plaza
29378,New Jersey,39.7614,-74.9272,1,Golden Nugget Tavern
29483,Arizona,34.1161,-109.91,1,"Hon-Dah Resort, Casino and Conference Center"
29485,Alabama,32.4868,-85.0156,1,Carriage Hill Apartments
29488,Wisconsin,42.5226,-89.0227,1,Summit Park
29494,Tennessee,36.1444,-86.7114,0,Elm Hill Pike Shell station
29619,Texas,32.8982,-97.0404,0,Dallas/Ft Worth Intl Airport (DFW)
29659,Texas,32.7816,-97.3727,1,Siin Lounge
29660,Texas,30.0195,-95.3757,0,Boss Night Club
